부재ID,유형,층,구역,X(mm),Y(mm),Z_bot(mm),Z_top(mm),단면,길이(mm),각도(°),높이(mm),체적(m³),면적(m²),레이어
BM-B2F-0177,BEAM,B2F,DONG,150954.4,2319578.8,-9050.0,-5600.0,,7950.0,104.0,3450.0,1.272,0.0,S-GIRDER
BM-B2F-0178,BEAM,B2F,DONG,148350.2,2314832.8,-9050.0,-5600.0,,7350.0,14.0,3450.0,1.176,0.0,S-GIRDER
BM-B2F-0179,BEAM,B2F,DONG,150286.9,2324322.6,-9050.0,-5600.0,,578.6,104.0,3450.0,0.093,0.0,S-GIRDER
BM-B2F-0180,BEAM,B2F,DONG,149715.4,2324548.1,-9050.0,-5600.0,,1292.7,104.0,3450.0,0.207,0.0,S-GIRDER
BM-B2F-0181,BEAM,B2F,DONG,150553.5,2324090.9,-9050.0,-5600.0,,405.2,14.0,3450.0,0.065,0.0,S-GIRDER
BM-B2F-0182,BEAM,B2F,DONG,150844.3,2323648.1,-9050.0,-5600.0,,755.3,14.0,3450.0,0.121,0.0,S-GIRDER
BM-B2F-0183,BEAM,B2F,DONG,146343.8,2323041.3,-9050.0,-5600.0,,7271.8,14.0,3450.0,1.163,0.0,S-GIRDER
BM-B2F-0184,BEAM,B2F,DONG,146426.9,2322546.7,-9050.0,-5600.0,,7350.0,14.0,3450.0,1.176,0.0,S-GIRDER
BM-B2F-0185,BEAM,B2F,DONG,126560.2,2318108.7,-9050.0,-5600.0,,4909.6,14.0,3450.0,0.786,0.0,S-GIRDER
BM-B2F-0186,BEAM,B2F,DONG,126657.1,2317617.5,-9050.0,-5600.0,,5200.0,14.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0187,BEAM,B2F,DONG,141899.8,2326679.3,-9050.0,-5600.0,,9352.5,94.0,3450.0,1.496,0.0,S-GIRDER
BM-B2F-0188,BEAM,B2F,DONG,142491.0,2326826.6,-9050.0,-5600.0,,9352.5,94.0,3450.0,1.496,0.0,S-GIRDER
BM-B2F-0189,BEAM,B2F,DONG,138737.3,2320629.5,-9050.0,-5600.0,,7700.0,14.0,3450.0,1.232,0.0,S-GIRDER
BM-B2F-0190,BEAM,B2F,DONG,138590.5,2321108.2,-9050.0,-5600.0,,7491.0,14.0,3450.0,1.199,0.0,S-GIRDER
BM-B2F-0191,BEAM,B2F,DONG,131946.6,2319451.7,-9050.0,-5600.0,,4984.2,14.0,3450.0,0.797,0.0,S-GIRDER
BM-B2F-0192,BEAM,B2F,DONG,132090.8,2318972.3,-9050.0,-5600.0,,5200.0,14.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0193,BEAM,B2F,DONG,128370.5,2323306.0,-9050.0,-5600.0,,9277.6,97.1,3450.0,1.484,0.0,S-GIRDER
BM-B2F-0194,BEAM,B2F,DONG,128957.0,2323452.2,-9050.0,-5600.0,,9277.6,97.1,3450.0,1.484,0.0,S-GIRDER
BM-B2F-0195,BEAM,B2F,DONG,134054.5,2324723.2,-9050.0,-5600.0,,9357.9,93.8,3450.0,1.497,0.0,S-GIRDER
BM-B2F-0196,BEAM,B2F,DONG,134646.0,2324870.7,-9050.0,-5600.0,,9357.9,93.8,3450.0,1.497,0.0,S-GIRDER
BM-B2F-0197,BEAM,B2F,DONG,109866.4,2296632.1,-9050.0,-5600.0,,4862.4,14.0,3450.0,0.778,0.0,S-GIRDER
BM-B2F-0198,BEAM,B2F,DONG,109981.3,2296145.5,-9050.0,-5600.0,,4850.0,14.0,3450.0,0.776,0.0,S-GIRDER
BM-B2F-0199,BEAM,B2F,DONG,106551.8,2299876.6,-9050.0,-5600.0,,7900.0,104.0,3450.0,1.264,0.0,S-GIRDER
BM-B2F-0200,BEAM,B2F,DONG,107834.2,2304782.6,-9050.0,-5600.0,,4862.4,14.0,3450.0,0.778,0.0,S-GIRDER
BM-B2F-0201,BEAM,B2F,DONG,107949.2,2304296.0,-9050.0,-5600.0,,4850.0,14.0,3450.0,0.776,0.0,S-GIRDER
BM-B2F-0202,BEAM,B2F,DONG,105844.6,2312943.7,-9050.0,-5600.0,,4950.0,14.0,3450.0,0.792,0.0,S-GIRDER
BM-B2F-0203,BEAM,B2F,DONG,105917.0,2312446.5,-9050.0,-5600.0,,4850.0,14.0,3450.0,0.776,0.0,S-GIRDER
BM-B2F-0204,BEAM,B2F,DONG,103764.1,2321288.3,-9050.0,-5600.0,,4950.0,14.0,3450.0,0.792,0.0,S-GIRDER
BM-B2F-0205,BEAM,B2F,DONG,103885.0,2320803.1,-9050.0,-5600.0,,4950.0,14.0,3450.0,0.792,0.0,S-GIRDER
BM-B2F-0206,BEAM,B2F,DONG,101683.5,2329632.8,-9050.0,-5600.0,,4950.0,14.0,3450.0,0.792,0.0,S-GIRDER
BM-B2F-0207,BEAM,B2F,DONG,101804.5,2329147.6,-9050.0,-5600.0,,4950.0,14.0,3450.0,0.792,0.0,S-GIRDER
BM-B2F-0208,BEAM,B2F,DONG,99515.9,2333730.1,-9050.0,-5600.0,,5307.7,14.0,3450.0,0.849,0.0,S-GIRDER
BM-B2F-0209,BEAM,B2F,DONG,100029.1,2333342.7,-9050.0,-5600.0,,6365.5,14.0,3450.0,1.018,0.0,S-GIRDER
BM-B2F-0210,BEAM,B2F,DONG,104519.7,2308027.1,-9050.0,-5600.0,,7900.0,104.0,3450.0,1.264,0.0,S-GIRDER
BM-B2F-0211,BEAM,B2F,DONG,102463.3,2316274.6,-9050.0,-5600.0,,8100.0,104.0,3450.0,1.296,0.0,S-GIRDER
BM-B2F-0212,BEAM,B2F,DONG,100382.8,2324619.2,-9050.0,-5600.0,,8100.0,104.0,3450.0,1.296,0.0,S-GIRDER
BM-B2F-0213,BEAM,B2F,DONG,99024.0,2330069.2,-9050.0,-5600.0,,2133.7,104.0,3450.0,0.341,0.0,S-GIRDER
BM-B2F-0214,BEAM,B2F,DONG,112248.6,2314540.4,-9050.0,-5600.0,,7250.0,14.0,3450.0,1.16,0.0,S-GIRDER
BM-B2F-0215,BEAM,B2F,DONG,112369.4,2314055.2,-9050.0,-5600.0,,7249.9,14.0,3450.0,1.16,0.0,S-GIRDER
BM-B2F-0216,BEAM,B2F,DONG,119923.6,2316454.0,-9050.0,-5600.0,,7570.0,14.0,3450.0,1.211,0.0,S-GIRDER
BM-B2F-0217,BEAM,B2F,DONG,120010.6,2315960.4,-9050.0,-5600.0,,7700.0,14.0,3450.0,1.232,0.0,S-GIRDER
BM-B2F-0218,BEAM,B2F,DONG,122482.1,2321837.9,-9050.0,-5600.0,,9210.0,104.0,3450.0,1.474,0.0,S-GIRDER
BM-B2F-0219,BEAM,B2F,DONG,123064.3,2321983.0,-9050.0,-5600.0,,9210.0,104.0,3450.0,1.474,0.0,S-GIRDER
BM-B2F-0220,BEAM,B2F,DONG,114792.1,2319322.8,-9050.0,-5600.0,,8050.0,104.0,3450.0,1.288,0.0,S-GIRDER
BM-B2F-0221,BEAM,B2F,DONG,115137.0,2320006.5,-9050.0,-5600.0,,9210.0,104.0,3450.0,1.474,0.0,S-GIRDER
BM-B2F-0222,BEAM,B2F,DONG,107266.3,2317472.2,-9050.0,-5600.0,,8100.0,104.0,3450.0,1.296,0.0,S-GIRDER
BM-B2F-0223,BEAM,B2F,DONG,107757.5,2317568.9,-9050.0,-5600.0,,8050.0,104.0,3450.0,1.288,0.0,S-GIRDER
BM-B2F-0224,BEAM,B2F,DONG,110155.9,2322933.5,-9050.0,-5600.0,,7250.0,14.0,3450.0,1.16,0.0,S-GIRDER
BM-B2F-0225,BEAM,B2F,DONG,110301.1,2322351.3,-9050.0,-5600.0,,7250.0,14.0,3450.0,1.16,0.0,S-GIRDER
BM-B2F-0226,BEAM,B2F,DONG,113604.4,2324086.4,-9050.0,-5600.0,,568.8,104.0,3450.0,0.091,0.0,S-GIRDER
BM-B2F-0227,BEAM,B2F,DONG,105185.8,2325816.7,-9050.0,-5600.0,,8100.0,104.0,3450.0,1.296,0.0,S-GIRDER
BM-B2F-0228,BEAM,B2F,DONG,105665.3,2325960.4,-9050.0,-5600.0,,8046.8,104.0,3450.0,1.287,0.0,S-GIRDER
BM-B2F-0229,BEAM,B2F,DONG,107928.0,2331787.5,-9050.0,-5600.0,,7302.2,23.1,3450.0,1.168,0.0,S-GIRDER
BM-B2F-0230,BEAM,B2F,DONG,108087.3,2331311.9,-9050.0,-5600.0,,7382.2,23.1,3450.0,1.181,0.0,S-GIRDER
BM-B2F-0231,BEAM,B2F,DONG,93208.0,2330604.3,-9050.0,-5600.0,,10334.6,0.0,3450.0,1.654,0.0,S-GIRDER
BM-B2F-0232,BEAM,B2F,DONG,97853.4,2331104.3,-9050.0,-5600.0,,1825.0,0.0,3450.0,0.292,0.0,S-GIRDER
BM-B2F-0233,BEAM,B2F,DONG,92540.9,2331104.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0234,BEAM,B2F,DONG,103601.2,2332172.1,-9050.0,-5600.0,,4000.0,104.0,3450.0,0.64,0.0,S-GIRDER
BM-B2F-0235,BEAM,B2F,DONG,104085.9,2332294.6,-9050.0,-5600.0,,3996.8,104.0,3450.0,0.639,0.0,S-GIRDER
BM-B2F-0236,BEAM,B2F,DONG,105333.2,2335180.5,-9050.0,-5600.0,,3916.8,14.0,3450.0,0.627,0.0,S-GIRDER
BM-B2F-0237,BEAM,B2F,DONG,107119.8,2335110.7,-9050.0,-5600.0,,7250.0,14.0,3450.0,1.16,0.0,S-GIRDER
BM-B2F-0238,BEAM,B2F,DONG,110877.8,2335022.2,-9050.0,-5600.0,,1990.0,104.0,3450.0,0.318,0.0,S-GIRDER
BM-B2F-0239,BEAM,B2F,DONG,111363.0,2335143.2,-9050.0,-5600.0,,1990.0,104.0,3450.0,0.318,0.0,S-GIRDER
BM-B2F-0240,BEAM,B2F,DONG,96440.9,2333529.3,-9050.0,-5600.0,,4250.0,90.0,3450.0,0.68,0.0,S-GIRDER
BM-B2F-0241,BEAM,B2F,DONG,96940.9,2331838.5,-9050.0,-5600.0,,1468.5,90.0,3450.0,0.235,0.0,S-GIRDER
BM-B2F-0242,BEAM,B2F,DONG,96940.9,2334371.2,-9050.0,-5600.0,,2566.2,90.0,3450.0,0.411,0.0,S-GIRDER
BM-B2F-0243,BEAM,B2F,DONG,117625.7,2336704.6,-9050.0,-5600.0,,2002.3,97.7,3450.0,0.32,0.0,S-GIRDER
BM-B2F-0244,BEAM,B2F,DONG,118113.8,2336826.3,-9050.0,-5600.0,,2002.3,97.7,3450.0,0.32,0.0,S-GIRDER
BM-B2F-0245,BEAM,B2F,DONG,114147.0,2337378.0,-9050.0,-5600.0,,6616.0,14.0,3450.0,1.059,0.0,S-GIRDER
BM-B2F-0246,BEAM,B2F,DONG,114307.3,2336902.7,-9050.0,-5600.0,,6565.1,14.0,3450.0,1.05,0.0,S-GIRDER
BM-B2F-0247,BEAM,B2F,DONG,118821.9,2338543.6,-9050.0,-5600.0,,2020.0,14.0,3450.0,0.323,0.0,S-GIRDER
BM-B2F-0248,BEAM,B2F,DONG,118951.7,2338060.7,-9050.0,-5600.0,,2001.7,14.0,3450.0,0.32,0.0,S-GIRDER
BM-B2F-0249,BEAM,B2F,DONG,102090.9,2335013.2,-9050.0,-5600.0,,1282.2,90.0,3450.0,0.205,0.0,S-GIRDER
BM-B2F-0250,BEAM,B2F,DONG,102590.9,2335075.5,-9050.0,-5600.0,,1157.5,90.0,3450.0,0.185,0.0,S-GIRDER
BM-B2F-0251,BEAM,B2F,DONG,102817.9,2334553.4,-9050.0,-5600.0,,467.9,14.0,3450.0,0.075,0.0,S-GIRDER
BM-B2F-0252,BEAM,B2F,DONG,92540.9,2336154.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0253,BEAM,B2F,DONG,92540.9,2335654.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0254,BEAM,B2F,DONG,99515.9,2336154.3,-9050.0,-5600.0,,5150.0,0.0,3450.0,0.824,0.0,S-GIRDER
BM-B2F-0255,BEAM,B2F,DONG,99515.9,2335654.3,-9050.0,-5600.0,,5150.0,0.0,3450.0,0.824,0.0,S-GIRDER
BM-B2F-0256,BEAM,B2F,DONG,105914.9,2336154.3,-9050.0,-5600.0,,6648.0,0.0,3450.0,1.064,0.0,S-GIRDER
BM-B2F-0257,BEAM,B2F,DONG,104912.2,2335654.3,-9050.0,-5600.0,,4642.6,0.0,3450.0,0.743,0.0,S-GIRDER
BM-B2F-0258,BEAM,B2F,DONG,109843.8,2336305.1,-9050.0,-5600.0,,1246.9,14.0,3450.0,0.2,0.0,S-GIRDER
BM-B2F-0259,BEAM,B2F,DONG,130349.2,2341417.7,-9050.0,-5600.0,,1020.5,14.0,3450.0,0.163,0.0,S-GIRDER
BM-B2F-0260,BEAM,B2F,DONG,130459.9,2340930.0,-9050.0,-5600.0,,999.3,14.0,3450.0,0.16,0.0,S-GIRDER
BM-B2F-0261,BEAM,B2F,DONG,96440.9,2340103.2,-9050.0,-5600.0,,7897.8,90.0,3450.0,1.264,0.0,S-GIRDER
BM-B2F-0262,BEAM,B2F,DONG,96940.9,2340104.3,-9050.0,-5600.0,,7900.0,90.0,3450.0,1.264,0.0,S-GIRDER
BM-B2F-0263,BEAM,B2F,DONG,102090.9,2340104.3,-9050.0,-5600.0,,7900.0,90.0,3450.0,1.264,0.0,S-GIRDER
BM-B2F-0264,BEAM,B2F,DONG,102590.9,2340104.3,-9050.0,-5600.0,,7900.0,90.0,3450.0,1.264,0.0,S-GIRDER
BM-B2F-0265,BEAM,B2F,DONG,109965.6,2340255.1,-9050.0,-5600.0,,7659.5,97.2,3450.0,1.226,0.0,S-GIRDER
BM-B2F-0266,BEAM,B2F,DONG,110455.5,2340366.3,-9050.0,-5600.0,,7638.0,97.2,3450.0,1.222,0.0,S-GIRDER
BM-B2F-0267,BEAM,B2F,DONG,116437.5,2341865.4,-9050.0,-5600.0,,7599.9,104.0,3450.0,1.216,0.0,S-GIRDER
BM-B2F-0268,BEAM,B2F,DONG,116922.5,2341987.0,-9050.0,-5600.0,,7601.2,104.0,3450.0,1.216,0.0,S-GIRDER
BM-B2F-0269,BEAM,B2F,DONG,123990.9,2344344.4,-9050.0,-5600.0,,7931.6,90.0,3450.0,1.269,0.0,S-GIRDER
BM-B2F-0270,BEAM,B2F,DONG,129914.9,2345219.5,-9050.0,-5600.0,,7587.8,104.2,3450.0,1.214,0.0,S-GIRDER
BM-B2F-0271,BEAM,B2F,DONG,130402.4,2345331.3,-9050.0,-5600.0,,7267.4,104.2,3450.0,1.163,0.0,S-GIRDER
BM-B2F-0272,BEAM,B2F,DONG,136990.9,2341532.9,-9050.0,-5600.0,,2050.9,90.0,3450.0,0.328,0.0,S-GIRDER
BM-B2F-0273,BEAM,B2F,DONG,137490.9,2344693.2,-9050.0,-5600.0,,8122.2,90.0,3450.0,1.3,0.0,S-GIRDER
BM-B2F-0274,BEAM,B2F,DONG,134135.7,2342361.8,-9050.0,-5600.0,,5885.2,14.0,3450.0,0.942,0.0,S-GIRDER
BM-B2F-0275,BEAM,B2F,DONG,134212.3,2341865.6,-9050.0,-5600.0,,5727.3,14.0,3450.0,0.916,0.0,S-GIRDER
BM-B2F-0276,BEAM,B2F,DONG,136990.9,2345964.0,-9050.0,-5600.0,,5780.6,90.0,3450.0,0.925,0.0,S-GIRDER
BM-B2F-0277,BEAM,B2F,DONG,131306.1,2340115.5,-9050.0,-5600.0,,2005.5,111.1,3450.0,0.321,0.0,S-GIRDER
BM-B2F-0278,BEAM,B2F,DONG,131795.1,2340237.4,-9050.0,-5600.0,,2005.5,111.1,3450.0,0.321,0.0,S-GIRDER
BM-B2F-0279,BEAM,B2F,DONG,140422.2,2349454.3,-9050.0,-5600.0,,5683.5,0.0,3450.0,0.909,0.0,S-GIRDER
BM-B2F-0280,BEAM,B2F,DONG,141202.0,2348754.3,-9050.0,-5600.0,,7422.2,0.0,3450.0,1.188,0.0,S-GIRDER
BM-B2F-0281,BEAM,B2F,DONG,133171.1,2349354.3,-9050.0,-5600.0,,7460.4,0.0,3450.0,1.194,0.0,S-GIRDER
BM-B2F-0282,BEAM,B2F,DONG,133251.5,2348854.3,-9050.0,-5600.0,,7478.7,0.0,3450.0,1.197,0.0,S-GIRDER
BM-B2F-0283,BEAM,B2F,DONG,126490.9,2349107.8,-9050.0,-5600.0,,5135.2,6.7,3450.0,0.822,0.0,S-GIRDER
BM-B2F-0284,BEAM,B2F,DONG,126488.2,2348604.0,-9050.0,-5600.0,,5029.1,6.7,3450.0,0.805,0.0,S-GIRDER
BM-B2F-0285,BEAM,B2F,DONG,112658.9,2345347.3,-9050.0,-5600.0,,5606.0,14.1,3450.0,0.897,0.0,S-GIRDER
BM-B2F-0286,BEAM,B2F,DONG,112746.0,2344853.6,-9050.0,-5600.0,,5717.9,14.1,3450.0,0.915,0.0,S-GIRDER
BM-B2F-0287,BEAM,B2F,DONG,119746.9,2346618.5,-9050.0,-5600.0,,7722.1,14.1,3450.0,1.236,0.0,S-GIRDER
BM-B2F-0288,BEAM,B2F,DONG,119676.3,2347116.3,-9050.0,-5600.0,,7867.9,14.1,3450.0,1.259,0.0,S-GIRDER
BM-B2F-0289,BEAM,B2F,DONG,123490.9,2343908.1,-9050.0,-5600.0,,7308.3,90.0,3450.0,1.169,0.0,S-GIRDER
BM-B2F-0290,BEAM,B2F,DONG,119540.9,2348854.3,-9050.0,-5600.0,,8000.0,0.0,3450.0,1.28,0.0,S-GIRDER
BM-B2F-0291,BEAM,B2F,DONG,119515.9,2348354.3,-9050.0,-5600.0,,7950.0,0.0,3450.0,1.272,0.0,S-GIRDER
BM-B2F-0292,BEAM,B2F,DONG,112439.2,2348354.3,-9050.0,-5600.0,,4717.5,0.0,3450.0,0.755,0.0,S-GIRDER
BM-B2F-0293,BEAM,B2F,DONG,112610.7,2348854.3,-9050.0,-5600.0,,5060.4,0.0,3450.0,0.81,0.0,S-GIRDER
BM-B2F-0294,BEAM,B2F,DONG,115087.4,2347193.4,-9050.0,-5600.0,,2392.9,104.0,3450.0,0.383,0.0,S-GIRDER
BM-B2F-0295,BEAM,B2F,DONG,115606.2,2347179.5,-9050.0,-5600.0,,2112.4,104.0,3450.0,0.338,0.0,S-GIRDER
BM-B2F-0296,BEAM,B2F,DONG,92540.9,2344554.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0297,BEAM,B2F,DONG,92540.9,2344054.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0298,BEAM,B2F,DONG,99490.9,2344554.3,-9050.0,-5600.0,,5300.0,0.0,3450.0,0.848,0.0,S-GIRDER
BM-B2F-0299,BEAM,B2F,DONG,99515.9,2344054.3,-9050.0,-5600.0,,5150.0,0.0,3450.0,0.824,0.0,S-GIRDER
BM-B2F-0300,BEAM,B2F,DONG,106040.9,2344554.3,-9050.0,-5600.0,,7000.0,0.0,3450.0,1.12,0.0,S-GIRDER
BM-B2F-0301,BEAM,B2F,DONG,106036.7,2344054.3,-9050.0,-5600.0,,6891.6,0.0,3450.0,1.103,0.0,S-GIRDER
BM-B2F-0302,BEAM,B2F,DONG,88040.7,2358954.3,-9050.0,-5600.0,,56700.0,90.0,3450.0,9.072,0.0,S-GIRDER
BM-B2F-0303,BEAM,B2F,DONG,88540.7,2333454.3,-9050.0,-5600.0,,4100.0,90.0,3450.0,0.656,0.0,S-GIRDER
BM-B2F-0304,BEAM,B2F,DONG,88540.7,2384353.5,-9050.0,-5600.0,,3901.6,90.0,3450.0,0.624,0.0,S-GIRDER
BM-B2F-0305,BEAM,B2F,DONG,88540.7,2377901.3,-9050.0,-5600.0,,7002.8,90.0,3450.0,1.12,0.0,S-GIRDER
BM-B2F-0306,BEAM,B2F,DONG,88540.7,2369552.1,-9050.0,-5600.0,,7295.6,90.0,3450.0,1.167,0.0,S-GIRDER
BM-B2F-0307,BEAM,B2F,DONG,88540.7,2361254.3,-9050.0,-5600.0,,7700.0,90.0,3450.0,1.232,0.0,S-GIRDER
BM-B2F-0308,BEAM,B2F,DONG,88540.7,2352804.3,-9050.0,-5600.0,,7600.0,90.0,3450.0,1.216,0.0,S-GIRDER
BM-B2F-0309,BEAM,B2F,DONG,88540.7,2346454.3,-9050.0,-5600.0,,3500.0,90.0,3450.0,0.56,0.0,S-GIRDER
BM-B2F-0310,BEAM,B2F,DONG,88540.7,2340104.3,-9050.0,-5600.0,,7600.0,90.0,3450.0,1.216,0.0,S-GIRDER
BM-B2F-0311,BEAM,B2F,DONG,92540.9,2348854.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0312,BEAM,B2F,DONG,92540.9,2348354.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0313,BEAM,B2F,DONG,96440.9,2346454.3,-9050.0,-5600.0,,3800.0,90.0,3450.0,0.608,0.0,S-GIRDER
BM-B2F-0314,BEAM,B2F,DONG,96940.9,2346454.3,-9050.0,-5600.0,,3800.0,90.0,3450.0,0.608,0.0,S-GIRDER
BM-B2F-0315,BEAM,B2F,DONG,96440.9,2352804.3,-9050.0,-5600.0,,7900.0,90.0,3450.0,1.264,0.0,S-GIRDER
BM-B2F-0316,BEAM,B2F,DONG,99540.9,2348854.3,-9050.0,-5600.0,,5200.0,180.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0317,BEAM,B2F,DONG,99540.9,2348354.3,-9050.0,-5600.0,,5200.0,180.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0318,BEAM,B2F,DONG,96940.9,2352804.3,-9050.0,-5600.0,,7900.0,90.0,3450.0,1.264,0.0,S-GIRDER
BM-B2F-0319,BEAM,B2F,DONG,92540.9,2357254.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0320,BEAM,B2F,DONG,92540.9,2356754.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0321,BEAM,B2F,DONG,92540.9,2365754.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0322,BEAM,B2F,DONG,92540.9,2365254.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0323,BEAM,B2F,DONG,92540.9,2374254.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0324,BEAM,B2F,DONG,92540.9,2373754.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0325,BEAM,B2F,DONG,92540.9,2382054.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0326,BEAM,B2F,DONG,92540.9,2381554.3,-9050.0,-5600.0,,7800.0,0.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0327,BEAM,B2F,DONG,96440.9,2369754.3,-9050.0,-5600.0,,8000.0,90.0,3450.0,1.28,0.0,S-GIRDER
BM-B2F-0328,BEAM,B2F,DONG,96440.9,2361254.3,-9050.0,-5600.0,,8000.0,90.0,3450.0,1.28,0.0,S-GIRDER
BM-B2F-0329,BEAM,B2F,DONG,96440.9,2377904.3,-9050.0,-5600.0,,7300.0,90.0,3450.0,1.168,0.0,S-GIRDER
BM-B2F-0330,BEAM,B2F,DONG,96440.9,2384429.3,-9050.0,-5600.0,,4750.0,90.0,3450.0,0.76,0.0,S-GIRDER
BM-B2F-0331,BEAM,B2F,DONG,95711.9,2387304.3,-9050.0,-5600.0,,15342.0,180.0,3450.0,2.455,0.0,S-GIRDER
BM-B2F-0332,BEAM,B2F,DONG,92540.8,2386804.3,-9050.0,-5600.0,,7800.2,180.0,3450.0,1.248,0.0,S-GIRDER
BM-B2F-0333,BEAM,B2F,DONG,99515.9,2386804.3,-9050.0,-5600.0,,5150.0,180.0,3450.0,0.824,0.0,S-GIRDER
BM-B2F-0334,BEAM,B2F,DONG,103236.8,2386804.2,-9050.0,-5600.0,,1291.9,180.0,3450.0,0.207,0.0,S-GIRDER
BM-B2F-0335,BEAM,B2F,DONG,103382.8,2387609.3,-9050.0,-5600.0,,610.0,90.0,3450.0,0.098,0.0,S-GIRDER
BM-B2F-0336,BEAM,B2F,DONG,103882.8,2387359.3,-9050.0,-5600.0,,1110.1,90.0,3450.0,0.178,0.0,S-GIRDER
BM-B2F-0337,BEAM,B2F,DONG,99540.9,2357254.3,-9050.0,-5600.0,,5200.0,180.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0338,BEAM,B2F,DONG,99540.9,2356754.3,-9050.0,-5600.0,,5200.0,180.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0339,BEAM,B2F,DONG,99540.9,2365754.3,-9050.0,-5600.0,,5200.0,180.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0340,BEAM,B2F,DONG,99540.9,2365254.3,-9050.0,-5600.0,,5200.0,180.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0341,BEAM,B2F,DONG,99540.9,2374254.3,-9050.0,-5600.0,,5200.0,180.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0342,BEAM,B2F,DONG,99540.9,2373754.3,-9050.0,-5600.0,,5200.0,180.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0343,BEAM,B2F,DONG,99515.9,2382054.3,-9050.0,-5600.0,,5150.0,180.0,3450.0,0.824,0.0,S-GIRDER
BM-B2F-0344,BEAM,B2F,DONG,99540.9,2381554.3,-9050.0,-5600.0,,5200.0,180.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0345,BEAM,B2F,DONG,96940.9,2384429.3,-9050.0,-5600.0,,4750.0,90.0,3450.0,0.76,0.0,S-GIRDER
BM-B2F-0346,BEAM,B2F,DONG,96940.9,2377904.3,-9050.0,-5600.0,,7300.0,90.0,3450.0,1.168,0.0,S-GIRDER
BM-B2F-0347,BEAM,B2F,DONG,96940.9,2369754.3,-9050.0,-5600.0,,8000.0,90.0,3450.0,1.28,0.0,S-GIRDER
BM-B2F-0348,BEAM,B2F,DONG,96940.9,2361254.3,-9050.0,-5600.0,,8000.0,90.0,3450.0,1.28,0.0,S-GIRDER
BM-B2F-0349,BEAM,B2F,DONG,102090.9,2384429.3,-9050.0,-5600.0,,4749.9,90.0,3450.0,0.76,0.0,S-GIRDER
BM-B2F-0350,BEAM,B2F,DONG,102590.9,2383529.3,-9050.0,-5600.0,,2950.0,90.0,3450.0,0.472,0.0,S-GIRDER
BM-B2F-0351,BEAM,B2F,DONG,106040.9,2382054.3,-9050.0,-5600.0,,6900.0,180.0,3450.0,1.104,0.0,S-GIRDER
BM-B2F-0352,BEAM,B2F,DONG,106040.9,2381554.3,-9050.0,-5600.0,,7000.0,180.0,3450.0,1.12,0.0,S-GIRDER
BM-B2F-0353,BEAM,B2F,DONG,112540.9,2382054.3,-9050.0,-5600.0,,5100.0,0.0,3450.0,0.816,0.0,S-GIRDER
BM-B2F-0354,BEAM,B2F,DONG,112540.9,2381554.3,-9050.0,-5600.0,,5200.0,180.0,3450.0,0.832,0.0,S-GIRDER
BM-B2F-0355,BEAM,B2F,DONG,119540.9,2382054.3,-9050.0,-5600.0,,7900.0,180.0,3450.0,1.264,0.0,S-GIRDER
BM-B2F-0356,BEAM,B2F,DONG,119540.9,2381554.3,-9050.0,-5600.0,,8000.0,180.0,3450.0,1.28,0.0,S-GIRDER
